parcel_id,lat,lon,zip,fortified,roof_age_yrs,roof_material,elevation_ft,flood_zone,tree_density,building_height_ft,roof_pitch_deg,historical_wind_mph,historical_rain_in,roof_area_sqft,damage,runoff_volume_gal
50,29.89957143503876,-89.9241059247155,70125,0,7,shingle,-8.90010921882768,A,0.7768276022405262,16.20659967509714,5.950822110378166,84.72283933820928,10.23325149994993,2076.579904235541,0,11914.96719017302
51,30.081574565041066,-90.07841589818167,70115,1,12,shingle,8.489472060309527,X,0.16358978169304483,25.58822998550162,24.526419545813592,74.11336986969475,10.69004329657448,1812.005316062503,0,10860.991848803149
52,29.963712047624416,-90.06103863296123,70116,0,25,tile,1.962329364422148,X,0.39113801302569184,20.55093398931385,16.431846912903524,111.69807052848265,17.333002961809374,2924.908507630458,1,26846.833496141888
53,30.00169698961929,-89.98064667515375,70118,0,37,shingle,3.9760922133834056,X,0.38954879935433906,25.80868634876824,17.68872895634329,52.14558994034013,9.472065776167646,2779.3044189785123,0,14760.8504183804
54,29.98551020471186,-90.16393279981831,70117,0,2,shingle,13.093986238710636,A,0.07995680264161098,11.453368596914565,33.12096789874711,96.87691934430279,9.76520621204536,2702.574746600775,1,14797.545674045587
55,30.05895512437417,-90.03767470585304,70130,0,19,shingle,-0.441334337669101,X,0.639840653193829,17.850714765994102,38.29038638245169,74.01791910178912,11.431992402883381,2497.327172864221,0,16007.662747598275
56,29.94932169670378,-89.92057513028736,70112,0,23,shingle,12.410407116536394,A,0.9488438950018453,20.019449757252872,41.27442392511789,72.36616367102036,19.6985482595227,1617.6881611133103,0,17867.32692972487
57,29.88259709503216,-90.05559647772226,70125,0,14,shingle,6.37498305329089,X,0.19951323575718516,17.01283311850177,21.01652250340902,61.96065496702348,5.216314680922332,2256.4182080689425,0,6599.5440892258075
58,29.879947070836,-90.1704740753101,70119,0,16,shingle,8.682579269549928,X,0.7902595247723614,18.259629790862174,26.692046778092358,64.93585023660587,17.150358693828622,2019.0810040578028,0,19415.89910724874
59,29.89606954525449,-90.20743913270687,70112,0,20,metal,5.576854295854936,A,0.6058273660130101,26.752999486208818,26.8898877637514,87.19904994358905,9.707165930329712,1721.3850556294549,0,9889.677590516349
60,29.954259003696656,-90.1599749727002,70117,0,10,shingle,0.2634929357208122,X,0.16147481821519793,20.29842711925667,47.35762390119563,88.12073136842449,17.53437500929637,2114.9951873993305,0,20793.62608801257
61,29.972138085350892,-90.07018325586772,70113,1,31,metal,3.9654189074025035,AE,0.5081440075460532,19.093783064292907,15.451802991597152,33.03417594106342,4.683697346983733,2261.2274091342115,0,6268.227015994009
62,29.935533298259287,-90.1328419044883,70113,1,20,shingle,3.457784877842142,A,0.30351500625247807,23.686237899457144,24.488725628148313,66.33903953305949,5.244243118031794,1756.8875165119437,0,5166.034831556626
63,29.960414074850373,-90.12117592763568,70116,0,38,metal,7.118615965844983,AE,0.4278069650148695,24.859618314660167,24.972762386490047,56.973876595460425,15.153637751046766,2909.483547698563,0,26094.22836791835
64,30.044278160835773,-90.13747876169353,70124,0,21,shingle,6.028611891609991,X,0.20210245766016421,17.03968469195488,7.787823821177994,42.686808301889556,6.558712395863453,2138.0697409005634,1,7862.687416363454
65,29.844970469546222,-90.11898597980398,70124,0,25,shingle,8.24062561366991,X,0.09056753335687284,21.985662577634578,15.968752771032397,86.05582474327832,7.425459896788933,2125.469241490512,1,8849.29631477605
66,29.918015100825503,-90.02929519357757,70125,0,3,metal,15.446008206659045,AE,0.43287534343657585,26.673319770920685,31.64681792172765,60.149590111507344,7.154775302760746,1956.31822675792,0,8284.1347086238
67,30.012675553614507,-90.18317194684509,70114,0,37,shingle,1.6846775514155876,X,0.8509201245743626,26.288901681957462,16.806211616911405,69.05637058542472,12.997668426852323,2240.143806584973,0,16325.703651315156
68,29.88713634880464,-90.16513689463144,70114,1,10,shingle,10.220979442283268,A,0.8756631072130164,9.220451312911141,20.80931511002308,69.45776262235474,15.599701282818296,2334.942758074996,0,20423.16642820881
69,30.013365705847395,-90.11792555398637,70114,1,15,shingle,9.348456237903804,X,0.8014341725164084,7.97739086957222,23.91599242556457,86.15975207268997,4.731492170640006,1437.703928734881,0,3814.153273621937
70,29.925611962408727,-90.06282536357635,70122,0,11,shingle,9.310089930778947,X,0.5797466218159587,11.696991766751761,28.49025738534932,103.24420509137556,15.536600927902503,1452.010898679945,0,12649.007290136042
71,29.916004182551955,-90.01531878632319,70116,0,18,shingle,11.46176666510059,X,0.024736057239512887,33.96424951517018,24.20384470417255,59.48853587506202,12.730243891645511,1666.143279665375,0,11892.677060013159
72,29.939486273067903,-90.13728040404312,70125,1,23,shingle,12.179586769589847,A,0.3468591203250805,18.057472330269125,22.849316722519887,87.8397610623492,7.729280552854879,1958.4818050036888,0,8487.68334270965
73,29.96146720042389,-90.15012265209631,70117,1,16,shingle,0.08558325867072458,X,0.6451427352797393,17.76416832483451,27.88309345454295,102.75299805355812,6.535226420576428,2513.4626278930155,0,9210.084762006278
74,29.93062241607084,-90.0597766183644,70115,1,35,shingle,11.03219077751967,A,0.4988729954556663,13.846625010290817,41.48678940180188,64.6000118310003,8.787789413080064,1861.1632350828363,0,9170.534778435176
75,30.04229080755586,-90.05974935455966,70116,1,8,shingle,-1.6755500749578776,X,0.9733057004261192,21.149134677849393,47.972666370225156,71.18218897524353,13.894266614851993,811.7535530063897,0,6323.978467177251
76,29.92947584951994,-90.09493166820144,70113,0,11,tile,9.227106307998357,A,0.6739239224212504,36.03440753902904,34.59333841310497,86.6386363011533,4.474979545605181,2591.728480466935,0,6141.68485768949
77,30.022908345884325,-90.04947254493642,70119,1,8,shingle,14.150115425301157,AE,0.9963215435504973,9.776500094929133,21.73986852951511,69.69955634248674,1.23666652141765,1786.0273066599343,0,1238.4294029546209
78,30.017084299736908,-90.0210823989779,70130,1,33,metal,2.8485727793049707,X,0.5541851804433321,25.221270633753825,35.79018401547777,49.09346437739089,1.9013454997844317,1411.9715499704337,0,1588.907588534226
79,29.939022659676787,-90.08265879590648,70130,0,19,shingle,6.540207970079947,A,0.9685270177505678,29.349571054129104,36.30555228623801,83.09478765380445,3.572566380249204,2178.058738282791,0,4362.952158250193
80,30.03492776903942,-90.1079006756482,70116,0,39,shingle,9.24003022926117,X,0.31973761630224184,25.889171435820906,17.418432899778637,76.15530282288194,7.622170812745466,1558.825159835783,0,6662.030858010043
81,30.061935147586826,-90.12140424383789,70117,0,32,shingle,12.026465968513978,X,0.6455160381484466,20.482690333162246,16.367816475093022,50.22652486601402,8.807338061778182,1938.6301774390543,0,9573.487875648263
82,29.99065950951154,-90.05182328527638,70124,0,4,shingle,23.117607966430803,X,0.9873365033883447,25.403527575678417,27.797474218614852,69.91195735021526,7.643711650310978,2383.528830279575,0,10215.397274723848
83,30.0045213748443,-90.11124399562458,70117,0,4,shingle,6.162726762099121,X,0.23070717069691504,24.577159217959462,36.42137353160186,57.35697603012618,8.507641857617308,1465.0093643748128,0,6988.438636980741
84,29.84711397128278,-90.00811569330709,70118,1,16,shingle,11.019950498797886,X,0.11638658178446382,20.95360253338801,26.43759692457021,43.33473153809351,19.5072092296898,1462.5962948726497,0,15997.428108243772
85,29.987670045109304,-90.07957632886459,70115,0,27,metal,10.29065603699361,X,0.0198358794012361,15.368926147181046,10.706643815515909,46.5890227681281,10.564555436621168,2904.128710939669,0,18158.448502674466
86,30.01902458477759,-90.10744457980189,70115,0,38,shingle,12.15742861984639,A,0.25272674003018514,19.38644730854789,40.71150335950186,45.70295339788106,8.801066303068339,2449.562575489418,0,12087.998212470718
87,30.062788509129387,-90.15961976889558,70112,0,1,shingle,8.482501787932256,X,0.9320281605354596,19.34756313916783,19.025768984957896,68.55777931023006,7.687468483809279,2224.2688476727085,0,9587.407430627729
88,29.925900305849137,-90.15892880738508,70112,0,28,shingle,6.82203533695461,A,0.2942466816183473,16.45495862407393,28.166026902822065,89.14656707665958,11.185793253801007,2238.623814406875,1,14040.367118367487
89,29.96566019194361,-90.08081995244392,70112,0,21,shingle,8.858212087538583,A,0.19166633352035778,21.894446939217488,27.313304257990605,81.02404149047308,9.243079011061583,2186.181554709622,0,11330.092286105528
90,30.025117456001563,-90.07330186857396,70113,0,21,shingle,7.235432024686703,X,0.8767228920545802,21.15137246258382,37.75805078437253,91.87023256530787,23.151587748641013,3020.789532867264,0,39213.156658355794
91,29.91140659542983,-90.04416572682392,70115,1,31,shingle,6.2135182764482675,X,0.998180642708987,-0.9859119090673509,20.045721769191484,44.25105288453977,11.40171011026787,1218.7957549032844,0,7791.686742494833
92,29.99110991963247,-90.09408464744314,70125,0,3,shingle,10.28115614589057,AE,0.3891215108211241,27.17993254772357,11.25724785833205,52.84823782371098,6.476738860870151,1350.1417444791387,0,4903.049843177497
93,29.777244237119767,-90.02074166339109,70116,1,17,shingle,10.338738548401869,AE,0.28806360490067373,26.795491279654716,22.88720928334309,57.14110790115765,8.507105591504693,2074.136126834389,0,9893.492650124936
94,29.98884080459945,-90.18319785783955,70116,1,32,shingle,9.077829030752152,X,0.43637232585859387,12.449744301583213,24.124295490856,94.37539074302795,8.136987572756926,2242.6928792123954,0,10232.082023951922
95,29.85453886570643,-90.06556419350407,70115,0,25,shingle,16.186096581338177,X,0.6466462431718561,17.304025458873227,28.202699056141036,82.57683849906385,3.6857926942007326,2224.8186915457973,0,4597.863622699065
96,29.852451917329176,-89.95592762169119,70118,1,2,shingle,-9.201703705446441,X,0.29681187339079196,7.669544785082278,27.864097060778096,39.91121190250867,14.691387170444433,2713.5353206951645,0,22352.64079692281
97,29.93235465972957,-89.97026803468825,70130,0,20,shingle,0.3049611237783054,X,0.16573770839404733,25.588763828127753,35.6843783737573,45.51858005936065,18.013555978620218,2626.236876601832,0,26525.51989977179
98,29.921415255067103,-89.92314013554004,70114,0,22,tile,6.529574686926944,A,0.6362802675521956,2.9570812192375833,23.183931355440215,35.701239226713454,4.868616816742419,2530.4477233383896,0,6523.939678905532
99,29.951066066368075,-89.94759503485487,70113,0,32,shingle,2.388648006547765,A,0.05439762586639352,15.731831410445235,27.092524907393937,94.85907164542797,8.850408682815665,2808.186522508609,1,13935.412612661872
100,29.799475712592248,-89.9999586412669,70113,0,4,metal,7.486457169700285,A,0.8453390460004366,27.01568646687835,10.592017709004388,88.12031654509335,20.95225661634483,2651.4590015282747,0,32879.664141969646
101,29.8864600104571,-90.07697109947422,70113,0,37,shingle,7.455324377979401,X,0.7462664738731036,22.680628742078103,28.57335552622915,60.16640978034158,14.378631071690757,2026.0221326544154,0,16333.989878922015
102,30.060710687945193,-90.03637140581517,70112,1,19,shingle,17.516421045605256,AE,0.9996007841906348,22.832798779642392,32.687761363035705,57.810636824810246,6.103039451210874,2253.5050399733714,0,7711.436152091335
103,29.950892583134554,-90.08692428426755,70116,0,25,shingle,-2.306197058116803,X,0.5472097282621418,19.7564993736724,33.831224470150794,60.64081982058187,1.2317973763003724,2601.074510829749,0,1796.4809822116429
104,29.88744572887344,-89.97107762911209,70117,0,16,shingle,3.6100289202876725,X,0.8003578036095229,25.32905866300311,11.48942783656591,72.98929704962542,5.20790996578108,1884.652488692143,0,5503.326837955125
105,29.99408632280116,-90.06325815622556,70116,0,8,shingle,4.633607252081015,X,0.4363761796928869,15.530178073837437,31.357146527597383,89.52477517187017,11.948591694690181,1882.4241296787927,0,12611.442322313307
106,29.937195169931986,-90.16839553609549,70115,1,23,shingle,2.5963468032889283,AE,0.39803505302622544,23.749094632848518,39.477793406502435,61.84423335010571,4.726059069733838,1840.9054283847015,0,4878.217725407711
107,29.998342766950568,-90.01545231839007,70122,0,29,shingle,9.969678740398505,AE,0.1838701144881888,18.41348908598399,31.021345417320614,82.01722402173861,1.4014637489955035,1894.3992303132386,0,1488.6202868422195
108,29.930513596001074,-90.0162770615614,70119,0,14,metal,11.37029804790723,X,0.8663726679903482,29.60566059071631,32.50420898168705,74.32773198661816,1.9867315255277216,1865.7109383429888,0,2193.790709316121
109,30.06548543982259,-90.09143625524446,70116,0,12,shingle,14.087859033780726,A,0.6452970186644779,21.175188282497835,28.47469000722205,95.05854895643111,17.371691612075416,2195.369225515841,0,21383.571303781355
110,29.962856766534507,-90.11484286405816,70116,0,33,shingle,6.733253573770419,X,0.37811814062997184,25.38225748106964,23.415543923502682,55.49530600969107,0.0,1075.0498847090462,0,0.0
111,29.972066396719242,-90.01033946197504,70122,0,26,shingle,6.255509329467053,AE,0.8474430515336994,27.64767445870606,25.815193397028903,80.16232973361109,10.029184459402794,2725.278480779356,0,15325.232153118102
112,29.841874320167662,-89.90892986051225,70116,1,17,shingle,9.32664047188882,A,0.8914353989617877,28.342364116963186,16.233947479861836,77.55660356810863,11.257661483542599,962.4723197057776,1,6075.289666309243
113,29.89427662132858,-90.25726475527412,70113,0,8,tile,7.923188877183258,X,0.3657515738291731,13.21312395958843,41.90732180183102,47.05141055366646,8.932879020547993,1978.9780812735887,0,9361.369958393627
114,30.014089001247815,-90.00874945426803,70125,0,5,shingle,6.201228807884457,X,0.9241712150133634,12.906252553998742,13.631327505769537,39.26077726834793,7.082437324357768,2225.2291617239493,0,8836.657831585277
115,29.900315412115315,-90.06245806408677,70124,0,11,shingle,10.230340103037662,A,0.7554563355310002,35.99704356200202,24.472929413553796,73.64055351354618,13.99717483823426,1255.94357248225,0,9856.916354994426
116,30.008245445687038,-90.0589390010166,70114,0,37,shingle,4.6199510212210795,AE,0.7144010613452704,6.54954318753083,28.292452983416013,60.96859217638925,11.258685503656531,2360.0759545235605,0,14898.557591620454
117,29.84674290032874,-90.09076777988962,70112,0,8,metal,0.6771844726860472,AE,0.5978321228131748,18.708645619802834,31.662967028837826,79.72946634385714,6.81811170567498,2592.1470094728966,0,10460.08930574537
118,29.94379834964386,-90.10793308946073,70116,1,23,metal,2.026266392458975,X,0.11239274748849948,17.76701334907884,47.05772891401363,78.0424884481929,11.285735264627656,1637.7020061682972,0,10938.968999414692
119,30.00226650447367,-89.97925117104404,70125,1,21,shingle,-12.580011286722673,AE,0.38265779566278224,26.402207716818445,16.87570979040907,95.89912765950358,1.9266379358972419,800.0,1,864.2127125260668
120,29.956443064153884,-90.0284646355941,70125,0,8,shingle,1.0944306838153937,X,0.021723749103178647,9.676866032268935,33.81903850323246,69.44260578027895,22.899314535810554,1321.8831605631779,0,16972.51138585477
121,29.927716413058626,-90.00767868159934,70125,0,39,shingle,9.11452457869016,X,0.45973277906343113,18.727597680245417,23.430013767100398,58.5157966231702,17.508120606412646,1391.9422201027537,0,13664.422873948102
122,30.00399450322157,-90.07497534454251,70116,1,15,metal,13.232155012115104,AE,0.06607764408943484,31.430434360817898,35.033658161189244,100.11863160591783,17.856835501545014,1825.348783722612,0,19291.322911672345
123,30.05817674410059,-89.98419218888426,70125,1,14,shingle,6.287640268663267,X,0.8082998957472219,26.252048231942602,27.84901624042178,100.70095662916495,11.856439871140994,2978.631994302455,0,19801.665017471245
124,29.97951747070907,-90.19789824651363,70117,0,25,metal,0.7998398486292402,X,0.8124966223950617,22.755221070946018,15.184712730909592,67.34563106894723,2.7447923591046353,1312.18117644216,1,2131.645351450719
125,30.044976426738224,-89.97364482354511,70113,0,36,shingle,8.47592390095026,X,0.3759004770330876,13.905940824426871,25.683669062505686,55.63942666790082,6.105991718598629,2523.5488480476674,0,8639.696423745934
126,30.010670871301876,-90.18866954042814,70115,0,39,metal,1.1612403311726522,X,0.5292226092913552,5.79456379162219,14.08546806801512,85.88929195915249,9.512786443562328,2109.657382065437,0,11877.672017624884
127,29.917683921265006,-90.01913841678163,70122,0,35,shingle,1.2789173276395243,A,0.1449258149702899,23.812417339093024,35.80423107682869,86.60450229375996,9.371530266900216,1196.44070974513,0,6286.837717626465
128,29.967002188219002,-90.08000309376831,70119,1,20,tile,6.250991442474182,AE,0.40284157390826403,4.932226406540515,21.36573042059027,32.363339379390176,10.697683449536523,1681.7980396520134,0,9527.315714377193
129,30.041194115687073,-90.03034791659792,70125,0,32,shingle,10.67364577167763,X,0.23075009983829353,26.63168454884392,5.5547799884008136,71.73885217389254,9.271103301266592,2559.071988648162,0,13302.843421329004
130,29.879039641508047,-89.97519872222864,70113,0,12,shingle,13.79195610872586,A,0.391532857082068,37.97705836667534,31.01759026453908,31.71899842334816,2.887357069059421,1272.1973372375105,0,2059.612567532765
131,29.881553695607792,-90.10336897752742,70125,0,14,tile,18.762369241631085,X,0.4992635129551768,11.797937711668226,21.381351439042596,56.649496756836925,7.903109717744462,2619.179869014476,0,10961.508064280455
132,29.91678042716069,-90.16261658762689,70124,0,33,shingle,11.039808260014084,X,0.9116610295132772,23.495994802034016,21.268987174883225,49.683443094257996,14.04305581541406,2040.0869366276286,0,16063.524981144521
133,29.811061607235768,-90.11448984168888,70125,1,7,shingle,11.57182564099363,A,0.7386047838610859,9.525880902973553,30.864866040647172,73.78945968947191,14.407972960910815,1708.4484806218102,0,13801.787223448331
134,29.940982417830085,-90.0884752123976,70122,0,19,shingle,1.476533559282335,X,0.9592782534159907,7.569600776006025,24.030725834973126,30.0,18.411519325324633,2058.114950341648,0,21246.61809812206
135,29.99747596670729,-90.1041119731782,70117,1,38,shingle,11.418730694478036,A,0.9603836291977192,17.935938881685523,30.557288564312675,80.33643466933515,12.089191408788325,2661.365238039785,0,18039.82373960069
136,29.95547859770849,-90.15864097110502,70119,1,36,metal,4.364773012198003,AE,0.8899207174655264,20.555346854157843,22.928250703371248,71.77714901974961,15.759535368480556,1777.4766481940728,1,16579.024182571175
137,29.85448062817709,-90.07243631624085,70122,0,16,shingle,0.41008392294135465,X,0.8348968267817961,19.472732946459207,36.36747505136717,63.87572640113775,9.305428679354804,1999.6980364587946,0,10433.532209988327
138,29.815874868952633,-90.06033154578047,70125,0,28,shingle,0.9998592239534752,A,0.9067040136917739,41.43180950080196,22.08619117521418,87.89545524501801,17.38036130130542,1203.6019365111945,0,11729.303776492301
